Report Builder

"Principal Place of Performance State Code","Is Vendor Business Type - Economically Disadvantaged Women Owned Small Business","Is Vendor Business Type - Women Owned Small Business","NAICS Code","NAICS Description","Base and All Options Value (Total Contract Value)"
"CO","NO","NO","561210","FACILITIES SUPPORT SERVICES","$453,626,163.69"
"CO","NO","NO","561320","TEMPORARY HELP SERVICES","$2,776,733.39"
"CO","NO","NO","561330","PROFESSIONAL EMPLOYER ORGANIZATIONS (FORMERLY EMPLOYEE LEASING SERVICES)","$1,833,202.34"
"CO","NO","NO","561410","DOCUMENT PREPARATION SERVICES","$298,954.82"
"CO","NO","NO","561421","TELEPHONE ANSWERING SERVICES","$144,531.95"
"CO","NO","NO","561439","OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS)","$13,088.33"
"CO","NO","NO","561440","COLLECTION AGENCIES","$14,902,510.68"
"CO","NO","NO","561450","CREDIT BUREAUS","$8,437.20"
"CO","NO","NO","561499","ALL OTHER BUSINESS SUPPORT SERVICES","$71,181,067.81"
"CO","NO","NO","561611","INVESTIGATION SERVICES","$85,234,202.22"
"CO","NO","NO","561612","SECURITY GUARDS AND PATROL SERVICES","$49,659,736.21"
"CO","NO","NO","561621","SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)","$19,987,282.56"
"CO","NO","NO","561710","EXTERMINATING AND PEST CONTROL SERVICES","$468,520.00"
"CO","NO","NO","561720","JANITORIAL SERVICES","$56,656,710.01"
"CO","NO","NO","561730","LANDSCAPING SERVICES","$14,013,362.49"
"CO","NO","NO","561740","CARPET AND UPHOLSTERY CLEANING SERVICES","$0.00"
"CO","NO","NO","561790","OTHER SERVICES TO BUILDINGS AND DWELLINGS","$686,069.26"
"CO","NO","NO","561910","PACKAGING AND LABELING SERVICES","$210,980.39"
"CO","NO","NO","561920","CONVENTION AND TRADE SHOW ORGANIZERS","$37,792.39"
"CO","NO","NO","561990","ALL OTHER SUPPORT SERVICES","$17,022,330.38"
"CO","NO","NO","562111","SOLID WASTE COLLECTION","$1,767,701.67"
"CO","NO","NO","562112","HAZARDOUS WASTE COLLECTION","$1,037,784.28"
"CO","NO","NO","562211","HAZARDOUS WASTE TREATMENT AND DISPOSAL","$197,757,939.44"
"CO","NO","NO","562219","OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL","$48,175.76"
"CO","NO","NO","562910","REMEDIATION SERVICES","$78,044,070.07"
"CO","NO","NO","562920","MATERIALS RECOVERY FACILITIES","$26,163.25"
"CO","NO","NO","562991","SEPTIC TANK AND RELATED SERVICES","$1,536,924.59"
"CO","NO","NO","562998","ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES","$519,325.48"
"CO","NO","NO","611210","JUNIOR COLLEGES","$55,389.24"
"CO","NO","NO","611310","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS","$9,068,961.39"
"CO","NO","NO","611420","COMPUTER TRAINING","$3,607,903.96"
"CO","NO","NO","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","$10,079,510.10"
"CO","NO","NO","611512","FLIGHT TRAINING","$29,747,800.95"
"CO","NO","NO","611519","OTHER TECHNICAL AND TRADE SCHOOLS","$65,562.92"
"CO","NO","NO","611620","SPORTS AND RECREATION INSTRUCTION","$276,968.80"
"CO","NO","NO","611699","ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION","$1,370,902.00"
"CO","NO","NO","611710","EDUCATIONAL SUPPORT SERVICES","$25,047,381.84"
"CO","NO","NO","621112","OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS","$1,056,815.37"
"CO","NO","NO","621210","OFFICES OF DENTISTS","$1,703,270.40"
"CO","NO","NO","621330","OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)","$747,419.44"
"CO","NO","NO","621340","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS","$559,528.41"
"CO","NO","NO","621399","OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS","$1,700,281.51"
"CO","NO","NO","621492","KIDNEY DIALYSIS CENTERS","$580,277,527.84"
"CO","NO","NO","621498","ALL OTHER OUTPATIENT CARE CENTERS","$5,251,878.37"
"CO","NO","NO","621511","MEDICAL LABORATORIES","$7,043,928.10"
"CO","NO","NO","621512","DIAGNOSTIC IMAGING CENTERS","$80,941.57"
"CO","NO","NO","621610","HOME HEALTH CARE SERVICES","$221,250.21"
"CO","NO","NO","621910","AMBULANCE SERVICES","$68,702,758.97"
"CO","NO","NO","621999","ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES","$5,354,832.20"
"CO","NO","NO","622110","GENERAL MEDICAL AND SURGICAL HOSPITALS","$21,289,923.45"
"CO","NO","NO","622310","SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS","$3,337,173.59"
"CO","NO","NO","623110","NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)","$111,879,075.30"
"CO","NO","NO","623220","RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES","$867,294.36"
"CO","NO","NO","623990","OTHER RESIDENTIAL CARE FACILITIES","$4,108,749.00"
"CO","NO","NO","624110","CHILD AND YOUTH SERVICES","$0.00"
"CO","NO","NO","624221","TEMPORARY SHELTERS","$197,448.18"
"CO","NO","NO","624230","EMERGENCY AND OTHER RELIEF SERVICES","$42,774.84"
"CO","NO","NO","624310","VOCATIONAL REHABILITATION SERVICES","$5,705.35"
"CO","NO","NO","711130","MUSICAL GROUPS AND ARTISTS","$18,335.05"
"CO","NO","NO","711219","OTHER SPECTATOR SPORTS","$17,069,248.00"
"CO","NO","NO","711310","PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES","$54,965.00"
"CO","NO","NO","711510","INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS","$319,769.00"
"CO","NO","NO","712110","MUSEUMS","$49,999.99"
"CO","NO","NO","713920","SKIING FACILITIES","$76,890.00"
"CO","NO","NO","713940","FITNESS AND RECREATIONAL SPORTS CENTERS","$82,134.00"
"CO","NO","NO","713990","ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES","$0.00"
"CO","NO","NO","721110","HOTELS (EXCEPT CASINO HOTELS) AND MOTELS","$2,376,471.39"
"CO","NO","NO","722310","FOOD SERVICE CONTRACTORS","$7,846,978.93"
"CO","NO","NO","722320","CATERERS","$72,003.12"
"CO","NO","NO","811111","GENERAL AUTOMOTIVE REPAIR","$326,951.75"
"CO","NO","NO","811118","OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE","$14,213.50"
"CO","NO","NO","811121","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE","$505,327.99"
"CO","NO","NO","811192","CAR WASHES","$12,320.00"
"CO","NO","NO","811198","ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE","$57,728.77"
"CO","NO","NO","811212","COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE","$4,707,644.46"
"CO","NO","NO","811213","COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE","$2,340,995.81"
"CO","NO","NO","811219","OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE","$28,472,112.74"
"CO","NO","NO","811310","COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE","$7,956,726.86"
"CO","NO","NO","811411","HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE","$7,574.82"
"CO","NO","NO","811412","APPLIANCE REPAIR AND MAINTENANCE","$0.00"
"CO","NO","NO","811490","OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE","$245,171.20"
"CO","NO","NO","812112","BEAUTY SALONS","$14,245.00"
"CO","NO","NO","812210","FUNERAL HOMES AND FUNERAL SERVICES","$16,348.62"
"CO","NO","NO","812220","CEMETERIES AND CREMATORIES","$233,359.30"
"CO","NO","NO","812320","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)","$5,818,020.09"
"CO","NO","NO","812331","LINEN SUPPLY","$1,028,170.58"
"CO","NO","NO","812332","INDUSTRIAL LAUNDERERS","$7,203,397.65"
"CO","NO","NO","812921","PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR)","$0.00"
"CO","NO","NO","812930","PARKING LOTS AND GARAGES","$3,973,595.00"
"CO","NO","NO","813110","RELIGIOUS ORGANIZATIONS","$210,407.30"
"CO","NO","NO","813311","HUMAN RIGHTS ORGANIZATIONS","$651,000.00"
"CO","NO","NO","813312","ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS","$223,491.99"
"CO","NO","NO","813319","OTHER SOCIAL ADVOCACY ORGANIZATIONS","$0.00"
"CO","NO","NO","813910","BUSINESS ASSOCIATIONS","$76,556.53"
"CO","NO","NO","813920","PROFESSIONAL ORGANIZATIONS","$1,055,368.70"
"CO","NO","NO","813990","OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)","$82,345.36"
"CO","NO","NO","921110","EXECUTIVE OFFICES","$24,766.00"
"CO","NO","NO","921120","LEGISLATIVE BODIES","$22,320.00"
"CO","NO","NO","921190","OTHER GENERAL GOVERNMENT SUPPORT","$167,599.92"
"CO","NO","NO","922120","POLICE PROTECTION","$181,606.42"
"CO","NO","NO","922160","FIRE PROTECTION","$0.00"
"CO","NO","NO","922190","OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES","$50,443.11"
"CO","NO","NO","923110","ADMINISTRATION OF EDUCATION PROGRAMS","$1,092,645.48"
"CO","NO","NO","923120","ADMINISTRATION OF PUBLIC HEALTH PROGRAMS","$173,872.89"
"CO","NO","NO","924120","ADMINISTRATION OF CONSERVATION PROGRAMS","$119,261.00"
"CO","NO","NO","925110","ADMINISTRATION OF HOUSING PROGRAMS","$0.00"
"CO","NO","NO","926110","ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS","$1,503,472.00"
"CO","NO","NO","926130","REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES","$1,837.53"
"CO","NO","NO","927110","SPACE RESEARCH AND TECHNOLOGY","$198,934,813.00"
"CO","NO","YES","113310","LOGGING","$5,700.00"
"CO","NO","YES","115210","SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION","$6,180.00"
"CO","NO","YES","115310","SUPPORT ACTIVITIES FOR FORESTRY","$971,118.09"
"CO","NO","YES","211130","NATURAL GAS EXTRACTION","$26,000.00"
"CO","NO","YES","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","$7,249,750.53"
"CO","NO","YES","237110","WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION","$5,374,736.00"
"CO","NO","YES","237120","OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION","$1,750,455.79"
"CO","NO","YES","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","$52,643.00"
"CO","NO","YES","237310","HIGHWAY, STREET, AND BRIDGE CONSTRUCTION","$71,952.75"
"CO","NO","YES","237990","OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION","$8,993.00"
"CO","NO","YES","238160","ROOFING CONTRACTORS","$87,220.12"
"CO","NO","YES","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","$144,801.52"
"CO","NO","YES","238290","OTHER BUILDING EQUIPMENT CONTRACTORS","$45,525.87"
"CO","NO","YES","238350","FINISH CARPENTRY CONTRACTORS","$74,555.00"
"CO","NO","YES","238390","OTHER BUILDING FINISHING CONTRACTORS","$10,542.00"
"CO","NO","YES","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","$99,445.50"
"CO","NO","YES","311612","MEAT PROCESSED FROM CARCASSES","$23,931.69"
"CO","NO","YES","311991","PERISHABLE PREPARED FOOD MANUFACTURING","$26,156.00"
"CO","NO","YES","313220","NARROW FABRIC MILLS AND SCHIFFLI MACHINE EMBROIDERY","$10,368.00"
"CO","NO","YES","314121","CURTAIN AND DRAPERY MILLS","$31,811.00"
"CO","NO","YES","314999","ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS","$45,402.94"
"CO","NO","YES","315280","OTHER CUT AND SEW APPAREL MANUFACTURING","$98,140.00"
"CO","NO","YES","315990","APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING","$92,876.05"
"CO","NO","YES","322211","CORRUGATED AND SOLID FIBER BOX MANUFACTURING","$2,672,305.00"
"CO","NO","YES","324110","PETROLEUM REFINERIES","$15,441.30"
"CO","NO","YES","324191","PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING","$5,544.48"
"CO","NO","YES","325120","INDUSTRIAL GAS MANUFACTURING","$45,992.52"
"CO","NO","YES","325413","IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING","$73,642.44"
"CO","NO","YES","325998","ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING","$5,014.80"
"CO","NO","YES","326150","URETHANE AND OTHER FOAM PRODUCT (EXCEPT POLYSTYRENE) MANUFACTURING","$102,000.00"
"CO","NO","YES","332215","METAL KITCHEN COOKWARE, UTENSIL, CUTLERY, AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING","$360.32"
"CO","NO","YES","332323","ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING","$11,004.00"
"CO","NO","YES","332439","OTHER METAL CONTAINER MANUFACTURING","$74,378.00"
"CO","NO","YES","332510","HARDWARE MANUFACTURING","$114,947.63"
"CO","NO","YES","333241","FOOD PRODUCT MACHINERY MANUFACTURING","$13,240.46"
"CO","NO","YES","333244","PRINTING MACHINERY AND EQUIPMENT MANUFACTURING","$0.00"
"CO","NO","YES","333314","OPTICAL INSTRUMENT AND LENS MANUFACTURING","$37,050.00"
"CO","NO","YES","333517","MACHINE TOOL MANUFACTURING","$3,159,447.09"
"CO","NO","YES","333519","ROLLING MILL AND OTHER METALWORKING MACHINERY MANUFACTURING","$0.00"
"CO","NO","YES","333924","INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING","$40,223.75"
"CO","NO","YES","333997","SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)","$19,476.04"
"CO","NO","YES","333999","ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING","$38,078.00"
"CO","NO","YES","334111","ELECTRONIC COMPUTER MANUFACTURING","$31,723,884.47"
"CO","NO","YES","334112","COMPUTER STORAGE DEVICE MANUFACTURING","$566,590.71"
"CO","NO","YES","334118","COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING","$5,966.10"
"CO","NO","YES","334210","TELEPHONE APPARATUS MANUFACTURING","$13,323.43"
"CO","NO","YES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","$4,824,650.31"
"CO","NO","YES","334290","OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING","$169,914.47"
"CO","NO","YES","334310","AUDIO AND VIDEO EQUIPMENT MANUFACTURING","$54,903.66"
"CO","NO","YES","334416","CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING","$2,245.00"
"CO","NO","YES","334418","PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING","$118,894.32"
"CO","NO","YES","334510","ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING","$143,925.00"
"CO","NO","YES","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","$0.00"
"CO","NO","YES","334512","AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE","$142.85"
"CO","NO","YES","334516","ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING","$627,025.71"
"CO","NO","YES","334519","OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING","$405,892.00"
"CO","NO","YES","335122","COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING","$255,808.29"
"CO","NO","YES","335311","POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING","$27,614.50"
"CO","NO","YES","335312","MOTOR AND GENERATOR MANUFACTURING","$21,363.95"
"CO","NO","YES","335911","STORAGE BATTERY MANUFACTURING","$16,774.00"
"CO","NO","YES","335999","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING","$1,204,884.45"
"CO","NO","YES","336112","LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING","$296,830.90"
"CO","NO","YES","336320","MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING","$0.00"
"CO","NO","YES","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","$18,790.47"
"CO","NO","YES","336991","MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING","$16,477.00"
"CO","NO","YES","336999","ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING","$187,067.69"
"CO","NO","YES","337211","WOOD OFFICE FURNITURE MANUFACTURING","$125,556.86"
"CO","NO","YES","337214","OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING","$124,463.00"
"CO","NO","YES","337215","SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING","$0.00"
"CO","NO","YES","337910","MATTRESS MANUFACTURING","$73,832.85"
"CO","NO","YES","337920","BLIND AND SHADE MANUFACTURING","$49,324.00"
"CO","NO","YES","339112","SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING","$19,066.80"
"CO","NO","YES","339113","SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING","$78,412,722.50"
"CO","NO","YES","339116","DENTAL LABORATORIES","$1,692,770.00"
"CO","NO","YES","339920","SPORTING AND ATHLETIC GOODS MANUFACTURING","$13,148.78"
"CO","NO","YES","339940","OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING","$12,821.60"
"CO","NO","YES","339950","SIGN MANUFACTURING","$19,430.00"
"CO","NO","YES","339999","ALL OTHER MISCELLANEOUS MANUFACTURING","$2,958.99"
"CO","NO","YES","423430","COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS","$32,819.72"
"CO","NO","YES","423610","ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT  WHOLESALERS","$52,631.06"
"CO","NO","YES","423840","INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS","$8,511.25"
"CO","NO","YES","423990","OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS","$16,469.70"
"CO","NO","YES","424690","OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS","$16,735.10"
"CO","NO","YES","441228","MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS","$12,598.53"
"CO","NO","YES","481211","NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION","$117,284.60"
"CO","NO","YES","488510","FREIGHT TRANSPORTATION ARRANGEMENT","$3,599.95"
"CO","NO","YES","511210","SOFTWARE PUBLISHERS","$14,749,538.57"
"CO","NO","YES","517311","WIRED TELECOMMUNICATIONS CARRIERS","$208,215.87"
"CO","NO","YES","517410","SATELLITE TELECOMMUNICATIONS","$140,755.48"
"CO","NO","YES","517919","ALL OTHER TELECOMMUNICATIONS","$25,571.15"
"CO","NO","YES","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","$37,321.89"
"CO","NO","YES","519130","INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS","$0.00"
"CO","NO","YES","519190","ALL OTHER INFORMATION SERVICES","$0.00"
"CO","NO","YES","531110","LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS","$79,663.01"
"CO","NO","YES","531120","LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)","$35,422.12"
"CO","NO","YES","531390","OTHER ACTIVITIES RELATED TO REAL ESTATE","$18.00"
"CO","NO","YES","541199","ALL OTHER LEGAL SERVICES","$213,200.00"
"CO","NO","YES","541310","ARCHITECTURAL SERVICES","$6,399,169.50"
"CO","NO","YES","541330","ENGINEERING SERVICES","$243,970,858.56"
"CO","NO","YES","541350","BUILDING INSPECTION SERVICES","$126,600.00"
"CO","NO","YES","541370","SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES","$413,262.78"
"CO","NO","YES","541380","TESTING LABORATORIES","$91,217.32"
"CO","NO","YES","541430","GRAPHIC DESIGN SERVICES","$4,900.00"
"CO","NO","YES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","$24,442,613.51"
"CO","NO","YES","541512","COMPUTER SYSTEMS DESIGN SERVICES","$17,128,118.21"
"CO","NO","YES","541513","COMPUTER FACILITIES MANAGEMENT SERVICES","$4,486,523.04"
"CO","NO","YES","541519","OTHER COMPUTER RELATED SERVICES","$92,674,172.17"
"CO","NO","YES","541611","ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES","$6,424,269.43"
"CO","NO","YES","541612","HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)","$1,573,009.24"
"CO","NO","YES","541618","OTHER MANAGEMENT CONSULTING SERVICES","$41,440.00"
"CO","NO","YES","541620","ENVIRONMENTAL CONSULTING SERVICES","$1,821,915.31"
"CO","NO","YES","541690","OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES","$330,837.88"
"CO","NO","YES","541712","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)","$9,828,064.48"
"CO","NO","YES","541714","RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY)","$0.00"
"CO","NO","YES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","$22,178,876.17"
"CO","NO","YES","541720","RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES","$601,211.16"
"CO","NO","YES","541830","MEDIA BUYING AGENCIES","$30,877.91"
"CO","NO","YES","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","$2,417,603.08"
"CO","NO","YES","561210","FACILITIES SUPPORT SERVICES","$100,000.00"
"CO","NO","YES","561320","TEMPORARY HELP SERVICES","$503,991.11"
"CO","NO","YES","561410","DOCUMENT PREPARATION SERVICES","$105,181.92"
"CO","NO","YES","561492","COURT REPORTING AND STENOTYPE SERVICES","$186,523.57"
"CO","NO","YES","561611","INVESTIGATION SERVICES","$8,635.45"
"CO","NO","YES","561720","JANITORIAL SERVICES","$5,159,577.40"
"CO","NO","YES","561730","LANDSCAPING SERVICES","$807,405.00"
"CO","NO","YES","561790","OTHER SERVICES TO BUILDINGS AND DWELLINGS","$106,750.62"
"CO","NO","YES","561990","ALL OTHER SUPPORT SERVICES","$46,264.00"
"CO","NO","YES","562112","HAZARDOUS WASTE COLLECTION","$1,161,429.36"
"CO","NO","YES","562119","OTHER WASTE COLLECTION","$0.00"
"CO","NO","YES","562211","HAZARDOUS WASTE TREATMENT AND DISPOSAL","$775,323.62"
"CO","NO","YES","562910","REMEDIATION SERVICES","$11,863,373.17"
"CO","NO","YES","562991","SEPTIC TANK AND RELATED SERVICES","$32,730.12"
"CO","NO","YES","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","$2,211,787.30"
"CO","NO","YES","611630","LANGUAGE SCHOOLS","$103,480.00"
"CO","NO","YES","611699","ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION","$0.00"
"CO","NO","YES","621111","OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)","$712,169.60"
"CO","NO","YES","621112","OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS","$0.00"
"CO","NO","YES","621330","OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)","$290,633.01"
"CO","NO","YES","621340","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS","$103,814.20"
"CO","NO","YES","621399","OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS","$195.00"
"CO","NO","YES","621420","OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS","$47,096.00"
"CO","NO","YES","621498","ALL OTHER OUTPATIENT CARE CENTERS","$148,076.15"
"CO","NO","YES","621999","ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES","$0.00"
"CO","NO","YES","622110","GENERAL MEDICAL AND SURGICAL HOSPITALS","$1,801,952.80"
"CO","NO","YES","624110","CHILD AND YOUTH SERVICES","$5,788.78"
"CO","NO","YES","624190","OTHER INDIVIDUAL AND FAMILY SERVICES","$16,800.00"
"CO","NO","YES","712110","MUSEUMS","$26,370.50"
"CO","NO","YES","712120","HISTORICAL SITES","$174,240.00"
"CO","NO","YES","721110","HOTELS (EXCEPT CASINO HOTELS) AND MOTELS","$200,484.82"
"CO","NO","YES","721214","RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS)","$101,970.35"
"CO","NO","YES","722310","FOOD SERVICE CONTRACTORS","$674,078.65"
"CO","NO","YES","722320","CATERERS","$443,643.54"
"CO","NO","YES","811111","GENERAL AUTOMOTIVE REPAIR","$4,773.15"
"CO","NO","YES","811121","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE","$42,466.52"
"CO","NO","YES","811212","COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE","$43,945.00"
"CO","NO","YES","811219","OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE","$494,479.98"
"CO","NO","YES","811310","COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE","$268,423.13"
